Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
204.9720917,204.7727203,-0.199371338,0.199371338,
204.9720917,204.7873383,-0.184753418,0.184753418,
204.7897186,204.8289948,0.039276123,0.039276123,
204.7897186,205.3249817,0.535263062,0.535263062,
204.8488007,205.4063873,0.55758667,0.55758667,
205.0764008,205.3214417,0.245040894,0.245040894,
205.0764008,205.0963898,0.019989014,0.019989014,
205.1699677,205.0078583,-0.162109375,0.162109375,
205.1699677,204.6833344,-0.486633301,0.486633301,
205.138504,204.2189484,-0.919555664,0.919555664,
204.9176178,204.1472015,-0.77041626,0.77041626,
204.9176178,204.0635986,-0.854019165,0.854019165,
204.6261444,203.6648254,-0.96131897,0.96131897,
204.6261444,203.5973511,-1.028793335,1.028793335,
204.3121643,203.7895966,-0.522567749,0.522567749,
204.1252441,203.922821,-0.202423096,0.202423096,
204.0307465,203.6741791,-0.356567383,0.356567383,
204.0307465,203.5033112,-0.527435303,0.527435303,
203.9060516,203.6225891,-0.283462524,0.283462524,
203.9060516,203.5927277,-0.313323975,0.313323975,
203.8176117,203.6496887,-0.167922974,0.167922974,
